,anaphora,epiphora,symploce,anadiplosis,diacope,epizeuxis,epanalepsis,chiasmus,polysyndeton,repeating exclamatory sentences,repeating interrogative sentences,assonance,alliteration,aposiopesis,one_word,NOUN,ADJS,VERB,ADVB
1882-Pereda-El sabor de la tierruca-fragment_3.prd,0.045454545454545456,0.015151515151515154,0.015151515151515154,0.005050505050505051,1.0656565656565655,0.020202020202020204,0.0,0.0,0.4646464646464646,0.02525252525252525,0.02525252525252525,5.090909090909091,14.156565656565654,0.005050505050505051,0.05572540866658514,0.1686029921324039,0.0696261872732461,0.1186661774897069,0.061310178957237775
1882-Pereda-El sabor de la tierruca-fragment_4.prd,0.0391304347826087,0.008695652173913044,0.0,0.0,0.8043478260869565,0.026086956521739132,0.013043478260869565,0.0,0.4,0.013043478260869565,0.017391304347826087,4.869565217391305,13.982608695652173,0.03043478260869565,0.06350637640087595,0.16338185409420758,0.057494954699643615,0.13216539997423676,0.06316286658937696
1882-Perez Galdoz-El amigo Manso-fragment_1.prd,0.013157894736842105,0.0043859649122807015,0.0,0.0,0.9912280701754386,0.017543859649122806,0.0043859649122807015,0.0,0.3815789473684211,0.0,0.0043859649122807015,4.105263157894736,11.56140350877193,0.02631578947368421,0.057907005275426325,0.21298000245368667,0.08293460925039872,0.10959800433484644,0.05479900216742322
1882-Perez Galdoz-El amigo Manso-fragment_2.prd,0.006993006993006993,0.006993006993006993,0.0,0.0,0.5279720279720279,0.024475524475524483,0.0,0.0,0.2272727272727273,0.0034965034965034965,0.01048951048951049,3.7377622377622384,11.052447552447553,0.01048951048951049,0.05938839432904715,0.22193372898120672,0.08432245301681504,0.11803494889548302,0.04665347840422025
1882-Perez Galdoz-El amigo Manso-fragment_3.prd,0.007936507936507936,0.003968253968253968,0.0,0.0,0.7261904761904762,0.007936507936507936,0.0,0.0,0.3690476190476191,0.011904761904761904,0.003968253968253968,4.226190476190475,11.634920634920634,0.007936507936507936,0.05981877956859915,0.20976665864806351,0.08567877475743725,0.1177130943789592,0.050477106887980114
1882-Perez Galdoz-El amigo Manso-fragment_4.prd,0.025477707006369428,0.012738853503184714,0.0,0.006369426751592357,0.4968152866242038,0.044585987261146494,0.006369426751592357,0.0,0.16878980891719744,0.006369426751592357,0.006369426751592357,3.745222929936306,10.535031847133759,0.028662420382165606,0.06716883579960778,0.2007042253521127,0.07724193260830807,0.12413086111606347,0.055357461223034414
1883-Bazán-La Tribuna-fragment_1.prd,0.003861003861003861,0.0,0.0,0.0,0.3281853281853282,0.019305019305019305,0.003861003861003861,0.0,0.2277992277992278,0.0,0.003861003861003861,3.9536679536679538,11.725868725868725,0.003861003861003861,0.07287753568745305,0.2322814926120711,0.08093329994156441,0.1212538609232824,0.04186493029468236
1883-Bazán-La Tribuna-fragment_2.prd,0.020618556701030927,0.0,0.0,0.006872852233676976,0.4604810996563574,0.030927835051546393,0.006872852233676976,0.0,0.21649484536082475,0.010309278350515464,0.010309278350515464,3.525773195876289,10.714776632302405,0.006872852233676976,0.07491801184036799,0.2282465181651689,0.08573618978661783,0.11265386089697176,0.046083734400954035
1883-Bazán-La Tribuna-fragment_3.prd,0.02531645569620253,0.0,0.0,0.0031645569620253164,0.3734177215189873,0.04113924050632911,0.006329113924050633,0.0,0.21518987341772156,0.006329113924050633,0.0189873417721519,3.5411392405063293,10.443037974683543,0.022151898734177212,0.07582979460958489,0.2006239708813589,0.07678308345610538,0.13047057803969148,0.05087095935523009
1883-Bazán-La Tribuna-fragment_4.prd,0.017937219730941704,0.0,0.0,0.0,0.5605381165919282,0.03139013452914798,0.008968609865470852,0.0,0.3273542600896861,0.017937219730941704,0.004484304932735426,4.282511210762332,12.771300448430493,0.044843049327354265,0.0660420192347381,0.2316423824658439,0.08511165228876873,0.12052668510339705,0.03747884591571387
